study,task_index,task_id,row_idx,pid,mesh_n,n_steps,ratio,transient,Tf,H0,P0,Ux,Uy,dpdx,dpdy,Hdot,Pdot,Qx_re,Qy_re,P_re,dP,dQx,dQy,dP_over_Pre,dQx_over_Qxre,dQy_over_Qyre,wall_time_s
ahratio,3,4669,4669,7253,40,10,0.4222222222222222,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,-1.7421578747453168,-4.004168169607126e-09,-1.2195292910575365e-10,-1.9009132475112534e-06,-0.048956781379473346,-0.022363851180034214,5.42028021812439
ahratio,3,4669,4669,7259,40,10,0.8444444444444444,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,12.64565591327846,-1.7305093900643874e-08,-6.624619008465387e-10,1.37980002831455e-05,-0.21157994943259442,-0.12148293174760329,5.19127893447876
ahratio,3,4669,4669,7266,40,10,0.7388888888888889,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,5.433548262226395,-1.3497059265420389e-08,-5.508076586652374e-10,5.928684203874371e-06,-0.16502118585788908,-0.10100766416631553,5.23151969909668
ahratio,3,4669,4669,7260,40,10,0.95,1,0.05,1.49719019411537e-06,417535.85724704375,0.04876973257557759,-1.3804490804963177e-20,-357792057.37106216,-209675649.36662406,-2.1856354100655487e-07,9978976.511791907,8.178985743711489e-08,5.453127376139474e-09,916484.6828366391,58.63825487648137,-2.1294479373516975e-08,-7.453786209806051e-10,6.398170746835436e-05,-0.26035599083773303,-0.13668828354203855,4.971357583999634
ahratio,4,4810,4810,7261,40,10,0.0,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,-2.824564498732798,1.4214610457785322e-09,2.541293272911807e-10,-2.7071453105851906e-06,0.018608090248536678,0.04591861842323656,5.772109508514404
ahratio,4,4810,4810,7255,40,10,0.10555555555555556,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,-2.6976711032912135,1.1031585414907832e-09,2.3066230554926234e-10,-2.5855269653259365e-06,0.01444124955760684,0.041678363162724004,5.73177433013916
ahratio,4,4810,4810,7262,40,10,0.2111111111111111,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,-2.1287937209708616,1.5878486948904033e-10,1.6252601953558225e-10,-2.040298227041704e-06,0.0020786240961924527,0.02936682025034773,5.926207542419434
ahratio,4,4810,4810,7253,40,10,0.31666666666666665,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,-1.175519750569947,-1.3807954150381123e-09,5.6289430240673745e-11,-1.1266525447315514e-06,-0.018075743808879618,0.01017093499610657,5.990011692047119
ahratio,4,4810,4810,7259,40,10,0.4222222222222222,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,0.17000802815891802,-3.4665352641359695e-09,-7.783858163368925e-11,1.6294067152608084e-07,-0.04537978809644229,-0.014064650336668823,5.640157699584961
ahratio,4,4810,4810,7266,40,10,0.5277777777777778,1,0.05,1.3937749191475371e-06,500419.04200208245,0.04887656202194275,-1.3804490804963177e-20,-419331609.2117332,-265390367.12044048,-1.9562952586489066e-07,10859095.225528138,7.638941056244687e-08,5.534341755425761e-09,1043373.8032784894,2.0033331839367747,-6.034557259544363e-09,-2.2705911127895834e-10,1.920053175230105e-06,-0.07899730100170402,-0.04102730212790961,5.737870216369629
